drugName	score	gene_name	expert	Entrez
HEXOBARBITAL	0.34	GABRA6	yes	2559
THIAMYLAL SODIUM	0.05	GABRA6	yes	2559
BUTABARBITAL SODIUM	0.05	GABRA6	yes	2559
ETOMIDATE	0.15	GABRA6	yes	2559
METHARBITAL	0.22	GABRA6	yes	2559
REMIMAZOLAM	0.05	GABRA6	yes	2559
QUAZEPAM	0.04	GABRA6	yes	2559
SEVOFLURANE	0.03	GABRA6	yes	2559
GANAXOLONE	0.1	GABRA6	yes	2559
CLONAZEPAM	0.07	GABRA6	yes	2559
METHYPRYLON	0.05	GABRA6	yes	2559
SECOBARBITAL SODIUM	0.05	GABRA6	yes	2559
PRIMIDONE	0.13	GABRA6	yes	2559
DESFLURANE	0.03	GABRA6	yes	2559
GLUTETHIMIDE	0.05	GABRA6	yes	2559
ISOFLURANE	0.03	GABRA6	yes	2559
CLORAZEPIC ACID	0.09	GABRA6	yes	2559
PROPOFOL	0.03	GABRA6	yes	2559
PENTOBARBITAL SODIUM	0.05	GABRA6	yes	2559
CLORAZEPATE DIPOTASSIUM	0.05	GABRA6	yes	2559
CHLORDIAZEPOXIDE HYDROCHLORIDE	0.05	GABRA6	yes	2559
MEPHOBARBITAL	0.36	GABRA6	yes	2559
MIDAZOLAM	0.09	GABRA6	yes	2559
DIAZEPAM	0.03	GABRA6	yes	2559
MEPROBAMATE	0.24	GABRA6	yes	2559
METHOXYFLURANE	0.04	GABRA6	yes	2559
NITRAZEPAM	0.16	GABRA6	yes	2559
PRAZEPAM	0.04	GABRA6	yes	2559
BROMAZEPAM	0.12	GABRA6	yes	2559
ADIPIPLON	0.09	GABRA6	yes	2559
PF-06372865	0.05	GABRA6	yes	2559
TOPIRAMATE	0.02	GABRA6	yes	2559
ACAMPROSATE CALCIUM	0.04	GABRA6	yes	2559
RESEQUINIL	0.1	GABRA6	yes	2559
FLUMAZENIL	0.09	GABRA6	yes	2559
TALBUTAL	0.22	GABRA6	yes	2559
MIDAZOLAM HYDROCHLORIDE	0.05	GABRA6	yes	2559
TRIAZOLAM	0.14	GABRA6	yes	2559
CHLORDIAZEPOXIDE	0.12	GABRA6	yes	2559
THIOPENTAL	0.31	GABRA6	yes	2559
OXAZEPAM	0.17	GABRA6	yes	2559
METHOHEXITAL SODIUM	0.05	GABRA6	yes	2559
FLUNITRAZEPAM	0.48	GABRA6	yes	2559
HALAZEPAM	0.04	GABRA6	yes	2559
ETHCHLORVYNOL	0.05	GABRA6	yes	2559
LOREDIPLON	0.1	GABRA6	yes	2559
CLOBAZAM	0.12	GABRA6	yes	2559
ESZOPICLONE	0.05	GABRA6	yes	2559
ESTAZOLAM	0.04	GABRA6	yes	2559
BUTABARBITAL	0.17	GABRA6	yes	2559
LORAZEPAM	0.11	GABRA6	yes	2559
PHENOBARBITAL	0.05	GABRA6	yes	2559
BUTETHAL	0.34	GABRA6	yes	2559
SECOBARBITAL	0.34	GABRA6	yes	2559
PENTOBARBITAL	0.22	GABRA6	yes	2559
ALPRAZOLAM	0.09	GABRA6	yes	2559
GABOXADOL	0.16	GABRA6	yes	2559
TRICLOFOS SODIUM	0.05	GABRA6	yes	2559
FLURAZEPAM	0.16	GABRA6	yes	2559
THIOPENTAL SODIUM	0.05	GABRA6	yes	2559
BUTALBITAL	0.22	GABRA6	yes	2559
OCINAPLON	0.05	GABRA6	yes	2559
HALOTHANE	0.03	GABRA6	yes	2559
ENFLURANE	0.03	GABRA6	yes	2559
TEMAZEPAM	0.2	GABRA6	yes	2559
PALBOCICLIB	0.58	SMARCA4	yes	6597
TAZEMETOSTAT	3.65	SMARCA4	yes	6597
CISPLATIN	0.12	SMARCA4	yes	6597
ABEMACICLIB	1.95	SMARCA4	yes	6597
TOZASERTIB	0.26	SMARCA4	yes	6597
VINORELBINE	0.7	SMARCA4	yes	6597
RIBOCICLIB	1.14	SMARCA4	yes	6597
SCH-708980	3.75	IL10	yes	3586
SEVOFLURANE	0.55	GLRA1	yes	2741
DESFLURANE	0.61	GLRA1	yes	2741
ISOFLURANE	0.63	GLRA1	yes	2741
METHOXYFLURANE	0.55	GLRA1	yes	2741
HALOTHANE	0.39	GLRA1	yes	2741
ENFLURANE	0.59	GLRA1	yes	2741
TRIDIHEXETHYL	0.64	CHRM3	yes	1131
OXYBUTYNIN	1.18	CHRM3	yes	1131
OXYPHENONIUM BROMIDE	0.21	CHRM3	yes	1131
BATEFENTEROL	0.21	CHRM3	yes	1131
METHACHOLINE CHLORIDE	0.21	CHRM3	yes	1131
TIOTROPIUM BROMIDE	0.64	CHRM3	yes	1131
BENZQUINAMIDE	0.28	CHRM3	yes	1131
OXYBUTYNIN CHLORIDE	0.21	CHRM3	yes	1131
UMECLIDINIUM BROMIDE	1.91	CHRM3	yes	1131
LEVOMEPROMAZINE	0.18	CHRM3	yes	1131
ACLIDINIUM	0.26	CHRM3	yes	1131
DIPHENIDOL	0.89	CHRM3	yes	1131
HEXOCYCLIUM METHYLSULFATE	0.32	CHRM3	yes	1131
DAROTROPIUM BROMIDE	0.13	CHRM3	yes	1131
PROMETHAZINE	0.13	CHRM3	yes	1131
PILOCARPINE HYDROCHLORIDE	0.21	CHRM3	yes	1131
PROPANTHELINE BROMIDE	0.13	CHRM3	yes	1131
OXYPHENCYCLIMINE HYDROCHLORIDE	0.21	CHRM3	yes	1131
DARIFENACIN HYDROBROMIDE	0.32	CHRM3	yes	1131
ACLIDINIUM BROMIDE	1.28	CHRM3	yes	1131
TOLTERODINE TARTRATE	0.32	CHRM3	yes	1131
PROPIOMAZINE	0.18	CHRM3	yes	1131
CYCLOPENTOLATE HYDROCHLORIDE	0.64	CHRM3	yes	1131
PILOCARPINE	0.23	CHRM3	yes	1131
LAS190792	0.32	CHRM3	yes	1131
DOXEPIN	0.14	CHRM3	yes	1131
TOLTERODINE	0.51	CHRM3	yes	1131
CLIDINIUM BROMIDE	0.32	CHRM3	yes	1131
ATROPINE	0.37	CHRM3	yes	1131
OLANZAPINE	0.05	CHRM3	yes	1131
CEVIMELINE HYDROCHLORIDE	0.32	CHRM3	yes	1131
METHIXENE	0.51	CHRM3	yes	1131
FESOTERODINE FUMARATE	0.32	CHRM3	yes	1131
IPRATROPIUM BROMIDE	0.64	CHRM3	yes	1131
TROPICAMIDE	0.96	CHRM3	yes	1131
SOLIFENACIN SUCCINATE	0.32	CHRM3	yes	1131
GLYCOPYRROLATE	0.26	CHRM3	yes	1131
ATROPINE SULFATE	0.21	CHRM3	yes	1131
TIOTROPIUM	1.02	CHRM3	yes	1131
ISOPROPAMIDE IODIDE	0.16	CHRM3	yes	1131
SOLIFENACIN	1.28	CHRM3	yes	1131
AZD8683	0.64	CHRM3	yes	1131
DICYCLOMINE HYDROCHLORIDE	0.21	CHRM3	yes	1131
FESOTERODINE	0.51	CHRM3	yes	1131
DIPHEMANIL METHYLSULFATE	1.28	CHRM3	yes	1131
TROSPIUM CHLORIDE	0.32	CHRM3	yes	1131
CEVIMELINE	1.02	CHRM3	yes	1131
THIETHYLPERAZINE	0.12	CHRM3	yes	1131
ANISOTROPINE METHYLBROMIDE	1.28	CHRM3	yes	1131
TARAFENACIN	1.91	CHRM3	yes	1131
AFACIFENACIN	0.09	CHRM3	yes	1131
TRIDIHEXETHYL CHLORIDE	0.32	CHRM3	yes	1131
BETHANECHOL CHLORIDE	0.32	CHRM3	yes	1131
MEPENZOLATE BROMIDE	0.32	CHRM3	yes	1131
PROMAZINE	0.14	CHRM3	yes	1131
DARIFENACIN	0.85	CHRM3	yes	1131
CARBACHOL	0.18	CHRM3	yes	1131
OXYPHENCYCLIMINE	0.96	CHRM3	yes	1131
METHSCOPOLAMINE BROMIDE	0.32	CHRM3	yes	1131
ACETYLCHOLINE CHLORIDE	0.32	CHRM3	yes	1131
ASM-024	0.09	CHRM3	yes	1131
CHLOROTHIAZIDE	3.24	CA2	yes	760
METHAZOLAMIDE	0.62	CA2	yes	760
DICHLORPHENAMIDE	2.08	CA2	yes	760
ACETAZOLAMIDE	1.07	CA2	yes	760
ETHOXZOLAMIDE	0.64	CA2	yes	760
BRINZOLAMIDE	5.55	CA2	yes	760
TOPIRAMATE	0.52	CA2	yes	760
TRICHLORMETHIAZIDE	2.31	CA2	yes	760
DORZOLAMIDE HYDROCHLORIDE	2.77	CA2	yes	760
ACETAZOLAMIDE SODIUM	0.69	CA2	yes	760
POLMACOXIB	1.85	CA2	yes	760
PLX-5622	0.53	CSF1R	yes	1436
ARRY-382	3.19	CSF1R	yes	1436
ENMD-2076	0.09	CSF1R	yes	1436
PAZOPANIB HYDROCHLORIDE	0.1	CSF1R	yes	1436
QUIZARTINIB	0.24	CSF1R	yes	1436
SUNITINIB MALATE	0.12	CSF1R	yes	1436
VATALANIB	0.33	CSF1R	yes	1436
CT-1578	0.27	CSF1R	yes	1436
PLX-7486	0.27	CSF1R	yes	1436
EDICOTINIB	1.06	CSF1R	yes	1436
PEXIDARTINIB	0.89	CSF1R	yes	1436
IMATINIB	0.22	CSF1R	yes	1436
SUNITINIB	0.07	CSF1R	yes	1436
DASATINIB	0.01	CSF1R	yes	1436
DOVITINIB	0.06	CSF1R	yes	1436
LINIFANIB	0.06	CSF1R	yes	1436
MASITINIB	0.08	CSF1R	yes	1436
MOTOLIMOD	38.28	TLR8	yes	51311
R-348	1.23	JAK3	yes	3718
TOFACITINIB	1.77	JAK3	yes	3718
DECERNOTINIB	1.64	JAK3	yes	3718
TOFACITINIB CITRATE	0.31	JAK3	yes	3718
CERDULATINIB	0.41	JAK3	yes	3718
XELJANZ	1.23	JAK3	yes	3718
TASOCITINIB	1.23	JAK3	yes	3718
AT-9283	0.28	JAK3	yes	3718
ATEZOLIZUMAB	0.19	JAK3	yes	3718
PEFICITINIB	0.98	JAK3	yes	3718
TRICETAMIDE	0.61	JAK3	yes	3718
WHI-P131	1.23	JAK3	yes	3718
R-333	0.61	JAK3	yes	3718
AR-12	10.63	PDK1	yes	5163
UCN-01	0.53	PDK1	yes	5163
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	1.14	COL6A6	yes	131873
OCRIPLASMIN	0.86	COL6A6	yes	131873
ADAPALENE	5.9	RARG	yes	5916
ACITRETIN	0.94	RARG	yes	5916
PALOVAROTENE	11.26	RARG	yes	5916
IRX4310	1.25	RARG	yes	5916
TRETINOIN	1.36	RARG	yes	5916
ALITRETINOIN	3.75	RARG	yes	5916
FENRETINIDE	0.14	RARG	yes	5916
ISOTRETINOIN	0.68	RARG	yes	5916
TAZAROTENE	4.69	RARG	yes	5916
MOFAROTENE	0.63	RARG	yes	5916
ETRETINATE	2.14	RARG	yes	5916
NKTR-171	0.11	SCN11A	yes	11280
ETHOTOIN	0.11	SCN11A	yes	11280
ARTICAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
ESLICARBAZEPINE ACETATE	0.11	SCN11A	yes	11280
PROPAFENONE HYDROCHLORIDE	0.08	SCN11A	yes	11280
PHENYTOIN SODIUM	0.11	SCN11A	yes	11280
MEPIVACAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
FOSPHENYTOIN SODIUM	0.11	SCN11A	yes	11280
ROPIVACAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
PRILOCAINE HYDROCHLORIDE	0.1	SCN11A	yes	11280
QUINIDINE GLUCONATE	0.11	SCN11A	yes	11280
DRONEDARONE HYDROCHLORIDE	0.07	SCN11A	yes	11280
PRIMIDONE	0.03	SCN11A	yes	11280
TETRACAINE	0.1	SCN11A	yes	11280
TETRACAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
PROPARACAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
ORPHENADRINE HYDROCHLORIDE	0.05	SCN11A	yes	11280
DISOPYRAMIDE PHOSPHATE	0.1	SCN11A	yes	11280
IRAMPANEL	0.08	SCN11A	yes	11280
QUINIDINE SULFATE	0.11	SCN11A	yes	11280
CHLOROPROCAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
TOCAINIDE HYDROCHLORIDE	0.11	SCN11A	yes	11280
TOPIRAMATE	0.02	SCN11A	yes	11280
PHENYTOIN	0.03	SCN11A	yes	11280
DYCLONINE HYDROCHLORIDE	0.07	SCN11A	yes	11280
EVENAMIDE	0.11	SCN11A	yes	11280
SAFINAMIDE	0.07	SCN11A	yes	11280
RILUZOLE	0.09	SCN11A	yes	11280
PHENACEMIDE	0.11	SCN11A	yes	11280
ETIDOCAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
MERETHOXYLLINE PROCAINE	0.11	SCN11A	yes	11280
OXCARBAZEPINE	0.11	SCN11A	yes	11280
QUINIDINE POLYGALACTURONATE	0.11	SCN11A	yes	11280
NERISPIRDINE	0.04	SCN11A	yes	11280
ORPHENADRINE CITRATE	0.05	SCN11A	yes	11280
ESLICARBAZEPINE	0.21	SCN11A	yes	11280
ERLOSAMIDE	0.18	SCN11A	yes	11280
MORICIZINE HYDROCHLORIDE	0.09	SCN11A	yes	11280
ZONISAMIDE	0.42	SCN11A	yes	11280
MEXILETINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
BENOXINATE HYDROCHLORIDE	0.1	SCN11A	yes	11280
INDECAINIDE HYDROCHLORIDE	0.11	SCN11A	yes	11280
RUFINAMIDE	0.1	SCN11A	yes	11280
TETRODOTOXIN	0.12	SCN11A	yes	11280
PRILOCAINE	0.1	SCN11A	yes	11280
PROPOXYCAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
PROCAINAMIDE HYDROCHLORIDE	0.11	SCN11A	yes	11280
MEPHENYTOIN	0.09	SCN11A	yes	11280
COCAINE	0.2	SCN11A	yes	11280
HEXYLCAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
LIDOCAINE	0.13	SCN11A	yes	11280
AFACIFENACIN	0.15	SCN11A	yes	11280
PHENAZOPYRIDINE HYDROCHLORIDE	0.07	SCN11A	yes	11280
LAMOTRIGINE	0.08	SCN11A	yes	11280
RALFINAMIDE	0.06	SCN11A	yes	11280
PROCAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
LIDOCAINE HYDROCHLORIDE	0.11	SCN11A	yes	11280
CARBAMAZEPINE	0.02	SCN11A	yes	11280
FINASTERIDE	9.81	AKR1D1	yes	6718
HALOPERIDOL LACTATE	0.25	DRD4	yes	1815
THIORIDAZINE HYDROCHLORIDE	0.07	DRD4	yes	1815
LEVOMEPROMAZINE	0.14	DRD4	yes	1815
PARDOPRUNOX	0.14	DRD4	yes	1815
ZIPRASIDONE	0.19	DRD4	yes	1815
LOXAPINE HYDROCHLORIDE	0.2	DRD4	yes	1815
ERGOLOID MESYLATES	0.08	DRD4	yes	1815
SARIZOTAN HYDROCHLORIDE	0.25	DRD4	yes	1815
ROPINIROLE HYDROCHLORIDE	0.25	DRD4	yes	1815
CLOZAPINE	0.14	DRD4	yes	1815
CHLORPROMAZINE	0.1	DRD4	yes	1815
MELEVODOPA	0.14	DRD4	yes	1815
DEXPRAMIPEXOLE	0.33	DRD4	yes	1815
LOXAPINE	0.22	DRD4	yes	1815
LOXAPINE SUCCINATE	0.17	DRD4	yes	1815
AMOXAPINE	0.13	DRD4	yes	1815
OLANZAPINE PAMOATE	0.2	DRD4	yes	1815
THIORIDAZINE	0.05	DRD4	yes	1815
PROPIOMAZINE	0.28	DRD4	yes	1815
OLANZAPINE	0.09	DRD4	yes	1815
APOMORPHINE HYDROCHLORIDE	0.33	DRD4	yes	1815
DROPERIDOL	0.17	DRD4	yes	1815
CHLORPROMAZINE HYDROCHLORIDE	0.06	DRD4	yes	1815
APOMORPHINE	0.5	DRD4	yes	1815
PROMAZINE HYDROCHLORIDE	0.12	DRD4	yes	1815
ROPINIROLE	1	DRD4	yes	1815
HALOPERIDOL DECANOATE	0.25	DRD4	yes	1815
ASENAPINE	0.2	DRD4	yes	1815
HALOPERIDOL	0.03	DRD4	yes	1815
THIETHYLPERAZINE	0.36	DRD4	yes	1815
BROMOCRIPTINE MESYLATE	0.14	DRD4	yes	1815
PROMAZINE	0.22	DRD4	yes	1815
LEVODOPA	0.11	DRD4	yes	1815
PIMOZIDE	0.03	DRD4	yes	1815
TRIFLUOPERAZINE HYDROCHLORIDE	0.09	DRD4	yes	1815
ROTIGOTINE	0.66	DRD4	yes	1815
ETILEVODOPA	0.2	DRD4	yes	1815
PRAMIPEXOLE DIHYDROCHLORIDE	0.33	DRD4	yes	1815
PERGOLIDE MESYLATE	0.14	DRD4	yes	1815
PRAMIPEXOLE	2.33	DRD4	yes	1815
ZICRONAPINE	0.25	DRD4	yes	1815
DACLIZUMAB	6.05	IL2RA	yes	3559
ALDESLEUKIN	5.5	IL2RA	yes	3559
LMB-2	4.4	IL2RA	yes	3559
DENILEUKIN DIFTITOX	4.4	IL2RA	yes	3559
INOLIMOMAB	4.4	IL2RA	yes	3559
ALDESLEUKIN	0.25	IL2RA	yes	3559
BASILIXIMAB	8.07	IL2RA	yes	3559
VANDETANIB	0.11	KDR	yes	3791
ZD-4190	0.47	KDR	yes	3791
JI-101	0.16	KDR	yes	3791
FRUQUINTINIB	0.62	KDR	yes	3791
SURUFATINIB	0.28	KDR	yes	3791
ALTIRATINIB	0.17	KDR	yes	3791
CM-082	0.12	KDR	yes	3791
OSI-632	0.04	KDR	yes	3791
CEDIRANIB	0.08	KDR	yes	3791
MUPARFOSTAT	0.05	KDR	yes	3791
PF-00337210	1.4	KDR	yes	3791
AXITINIB	0.37	KDR	yes	3791
CEP-5214	0.47	KDR	yes	3791
ORANTINIB	0.19	KDR	yes	3791
4SC-203	0.12	KDR	yes	3791
MOTESANIB	0.52	KDR	yes	3791
PUQUITINIB	0.04	KDR	yes	3791
FAMITINIB	0.2	KDR	yes	3791
TAS-115	0.7	KDR	yes	3791
ENMD-981693	0.02	KDR	yes	3791
CABOZANTINIB	0.23	KDR	yes	3791
PEXMETINIB	0.03	KDR	yes	3791
BMS-690514	0.33	KDR	yes	3791
HENATINIB	0.31	KDR	yes	3791
ILORASERTIB	0.01	KDR	yes	3791
RG-1530	0.02	KDR	yes	3791
ENMD-2076	0.1	KDR	yes	3791
VADIMEZAN	0.09	KDR	yes	3791
XL-999	0.04	KDR	yes	3791
TIVOZANIB	0.54	KDR	yes	3791
GLESATINIB	0.23	KDR	yes	3791
CEP-11981	0.08	KDR	yes	3791
RAF-265	0.47	KDR	yes	3791
PAZOPANIB HYDROCHLORIDE	0.04	KDR	yes	3791
TAK-593	0.19	KDR	yes	3791
SUNITINIB MALATE	0.05	KDR	yes	3791
BRIVANIB	0.3	KDR	yes	3791
BRIVANIB ALANINATE	0.07	KDR	yes	3791
VATALANIB	0.29	KDR	yes	3791
CHIAURANIB	0.12	KDR	yes	3791
CP-459632	0.06	KDR	yes	3791
TELATINIB	0.47	KDR	yes	3791
SEMAXANIB	0.16	KDR	yes	3791
OSI-930	0.27	KDR	yes	3791
XL-820	0.08	KDR	yes	3791
X-82	0.19	KDR	yes	3791
NINTEDANIB	0.19	KDR	yes	3791
LUCITANIB	0.19	KDR	yes	3791
PEGDINETANIB	1.86	KDR	yes	3791
ABICIPAR PEGOL	0.16	KDR	yes	3791
MIDOSTAURIN	0.05	KDR	yes	3791
RABEPRAZOLE SODIUM	0.05	KDR	yes	3791
FORETINIB	0.21	KDR	yes	3791
SORAFENIB TOSYLATE	0.03	KDR	yes	3791
SU-014813	0.12	KDR	yes	3791
LENVATINIB	0.23	KDR	yes	3791
L-21649	0.16	KDR	yes	3791
RAMUCIRUMAB	0.7	KDR	yes	3791
ALACIZUMAB PEGOL	0.47	KDR	yes	3791
CABOZANTINIB S-MALATE	0.23	KDR	yes	3791
CEP-7055	0.16	KDR	yes	3791
PONATINIB	0.03	KDR	yes	3791
AG-13958	0.16	KDR	yes	3791
PAZOPANIB	0.14	KDR	yes	3791
TG100-801	0.03	KDR	yes	3791
REGORAFENIB	0.15	KDR	yes	3791
KRN-633	0.16	KDR	yes	3791
TELBERMIN	0.23	KDR	yes	3791
LENVATINIB MESYLATE	0.16	KDR	yes	3791
TESEVATINIB	0.27	KDR	yes	3791
MGCD-265	0.08	KDR	yes	3791
SUNITINIB	0.29	KDR	yes	3791
AEE-788	0.2	KDR	yes	3791
SORAFENIB	0.14	KDR	yes	3791
GOLVATINIB	0.47	KDR	yes	3791
NINTEDANIB ESYLATE	0.05	KDR	yes	3791
BMS-817378	0.23	KDR	yes	3791
ANLOTINIB	0.09	KDR	yes	3791
CYC-116	0.01	KDR	yes	3791
DOVITINIB	0.03	KDR	yes	3791
LINIFANIB	0.04	KDR	yes	3791
BMS-794833	0.23	KDR	yes	3791
PEGPLERANIB SODIUM	0.08	KDR	yes	3791
RIVOCERANIB	0.47	KDR	yes	3791
ZYTIGA	7.97	CYP17A1	yes	1586
ORTERONEL	31.9	CYP17A1	yes	1586
ABIRATERONE ACETATE	7.97	CYP17A1	yes	1586
ABIRATERONE	11.16	CYP17A1	yes	1586
GALETERONE	11.96	CYP17A1	yes	1586
ALCLOMETASONE DIPROPIONATE	0.24	NR3C1	yes	2908
TRIAMCINOLONE HEXACETONIDE	0.49	NR3C1	yes	2908
DESONIDE	0.81	NR3C1	yes	2908
BETAMETHASONE VALERATE	0.24	NR3C1	yes	2908
METHYLPREDNISOLONE SODIUM SUCCINATE	0.24	NR3C1	yes	2908
FLURANDRENOLIDE	0.81	NR3C1	yes	2908
MOMETASONE	2.19	NR3C1	yes	2908
FLUNISOLIDE	0.58	NR3C1	yes	2908
HYDROCORTISONE SODIUM PHOSPHATE	0.24	NR3C1	yes	2908
BETAMETHASONE BENZOATE	0.49	NR3C1	yes	2908
BETAMETHASONE	0.54	NR3C1	yes	2908
HYDROCORTAMATE	1.46	NR3C1	yes	2908
PREDNISOLONE ACETATE	0.16	NR3C1	yes	2908
BUDESONIDE	0.45	NR3C1	yes	2908
HYDROCORTISONE SODIUM SUCCINATE	0.16	NR3C1	yes	2908
HYDROCORTISONE ACETATE	0.24	NR3C1	yes	2908
PREDNISOLONE SODIUM PHOSPHATE	0.49	NR3C1	yes	2908
HALOBETASOL PROPIONATE	0.24	NR3C1	yes	2908
CICLESONIDE	0.65	NR3C1	yes	2908
PREDNISOLONE TEBUTATE	0.49	NR3C1	yes	2908
PREDNISOLONE	0.13	NR3C1	yes	2908
AMCINONIDE	0.7	NR3C1	yes	2908
TRIAMCINOLONE DIACETATE	0.24	NR3C1	yes	2908
FLUOROMETHOLONE ACETATE	0.49	NR3C1	yes	2908
PREDNISONE	0.2	NR3C1	yes	2908
DAGROCORAT	0.97	NR3C1	yes	2908
DESOXIMETASONE	0.88	NR3C1	yes	2908
FLUTICASONE	1.46	NR3C1	yes	2908
ORG-34517	0.97	NR3C1	yes	2908
ALCLOMETASONE	0.49	NR3C1	yes	2908
FLUPREDNISOLONE	0.24	NR3C1	yes	2908
BECLOMETHASONE DIPROPIONATE	0.32	NR3C1	yes	2908
HYDROCORTAMATE HYDROCHLORIDE	0.49	NR3C1	yes	2908
CLOBETASOL	0.12	NR3C1	yes	2908
RIMEXOLONE	0.29	NR3C1	yes	2908
FLUOCINOLONE ACETONIDE	0.24	NR3C1	yes	2908
CORT 108297	0.49	NR3C1	yes	2908
MEPREDNISONE	0.49	NR3C1	yes	2908
HYDROCORTISONE VALERATE	0.16	NR3C1	yes	2908
TRIAMCINOLONE	0.17	NR3C1	yes	2908
FLUTICASONE FUROATE	0.97	NR3C1	yes	2908
DIFLORASONE	0.32	NR3C1	yes	2908
HALCINONIDE	0.16	NR3C1	yes	2908
CLOCORTOLONE PIVALATE	0.16	NR3C1	yes	2908
MEDRYSONE	0.61	NR3C1	yes	2908
CORTISONE ACETATE	3.9	NR3C1	yes	2908
DIFLORASONE DIACETATE	0.16	NR3C1	yes	2908
FLUOCINONIDE	0.65	NR3C1	yes	2908
MIFEPRISTONE	0.24	NR3C1	yes	2908
MOMETASONE FUROATE	0.1	NR3C1	yes	2908
BETAMETHASONE ACETATE	0.49	NR3C1	yes	2908
CORT 125134	0.97	NR3C1	yes	2908
BECLOMETHASONE	0.08	NR3C1	yes	2908
DIFLUPREDNATE	0.97	NR3C1	yes	2908
PARAMETHASONE	1.7	NR3C1	yes	2908
METHYLPREDNISOLONE ACETATE	0.49	NR3C1	yes	2908
TRIAMCINOLONE ACETONIDE	0.16	NR3C1	yes	2908
FOSDAGROCORAT	0.97	NR3C1	yes	2908
DEFLAZACORT	0.73	NR3C1	yes	2908
DEXAMETHASONE ACETATE	0.49	NR3C1	yes	2908
BETAMETHASONE DIPROPIONATE	0.24	NR3C1	yes	2908
CLOBETASOL PROPIONATE	0.16	NR3C1	yes	2908
FLUOROMETHOLONE	1.62	NR3C1	yes	2908
DEXAMETHASONE SODIUM PHOSPHATE	0.24	NR3C1	yes	2908
MAPRACORAT	1.46	NR3C1	yes	2908
HYDROCORTISONE CYPIONATE	0.49	NR3C1	yes	2908
LOTEPREDNOL ETABONATE	0.16	NR3C1	yes	2908
BETAMETHASONE SODIUM PHOSPHATE	0.24	NR3C1	yes	2908
PARAMETHASONE ACETATE	0.24	NR3C1	yes	2908
PREDNICARBATE	0.49	NR3C1	yes	2908
CLOCORTOLONE	0.65	NR3C1	yes	2908
HE3286	0.49	NR3C1	yes	2908
FLUMETHASONE PIVALATE	0.24	NR3C1	yes	2908
METHYLPREDNISOLONE	0.27	NR3C1	yes	2908
DEXAMETHASONE	0.08	NR3C1	yes	2908
HYDROCORTISONE BUTYRATE	0.16	NR3C1	yes	2908
HYDROCORTISONE	0.14	NR3C1	yes	2908
FLUTICASONE PROPIONATE	0.49	NR3C1	yes	2908
HYDROCORTISONE PROBUTATE	0.24	NR3C1	yes	2908
VANDETANIB	0.01	KRAS	yes	3845
EVEROLIMUS	0.08	KRAS	yes	3845
PANITUMUMAB	1.31	KRAS	yes	3845
SELUMETINIB	0.43	KRAS	yes	3845
PALBOCICLIB	0.07	KRAS	yes	3845
PEMETREXED	0.1	KRAS	yes	3845
CARBOPLATIN	0.05	KRAS	yes	3845
COBIMETINIB	0.17	KRAS	yes	3845
TRAMETINIB	0.26	KRAS	yes	3845
CETUXIMAB	0.84	KRAS	yes	3845
PEMBROLIZUMAB	0.09	KRAS	yes	3845
BINIMETINIB	0.29	KRAS	yes	3845
NIVOLUMAB	0.06	KRAS	yes	3845
AFATINIB	0.28	KRAS	yes	3845
SALIRASIB	0.19	KRAS	yes	3845
CISPLATIN	0.02	KRAS	yes	3845
TEPROTUMUMAB	0.32	KRAS	yes	3845
ABEMACICLIB	0.2	KRAS	yes	3845
IRINOTECAN	0.12	KRAS	yes	3845
PIMASERTIB	0.21	KRAS	yes	3845
BEVACIZUMAB	0.09	KRAS	yes	3845
TEMSIROLIMUS	0.16	KRAS	yes	3845
GEFITINIB	0.06	KRAS	yes	3845
OXALIPLATIN	0.09	KRAS	yes	3845
PELAREOREP	0.63	KRAS	yes	3845
ERLOTINIB	0.12	KRAS	yes	3845
PACLITAXEL	0.03	KRAS	yes	3845
ATEZOLIZUMAB	0.11	KRAS	yes	3845
FLUOROURACIL	0.02	KRAS	yes	3845
GEMCITABINE	0.06	KRAS	yes	3845
DECITABINE	0.12	KRAS	yes	3845
REGORAFENIB	0.15	KRAS	yes	3845
ENCORAFENIB	0.24	KRAS	yes	3845
DASATINIB	0.05	KRAS	yes	3845
DACTOLISIB	0.13	KRAS	yes	3845
DOCETAXEL	0.04	KRAS	yes	3845
METFORMIN	0.06	KRAS	yes	3845
LEUCOVORIN	0.03	KRAS	yes	3845
ARRY-797	1.23	MAPK12	yes	6300
PEXMETINIB	0.16	MAPK12	yes	6300
VX-702	0.35	MAPK12	yes	6300
PIRFENIDONE	0.35	MAPK12	yes	6300
BMS-582949	0.61	MAPK12	yes	6300
PH-797804	0.98	MAPK12	yes	6300
