id,drug_class1,drug_class2,ddi_ref_id,ddi_risk,description,source_id
170,atazanavir,atorvastatin,2,Critical,ATAZANAVIR SO4/ATORVASTATIN CALCIUM [VA Drug Interaction],C56.3580
171,atazanavir,simvastatin,2,Critical,ATAZANAVIR SO4/SIMVASTATIN [VA Drug Interaction],C56.3582
172,atazanavir,ethinylestradiol,2,Significant,ATAZANAVIR SO4/ETHINYL ESTRADIOL [VA Drug Interaction],C56.3597
173,atazanavir,nevirapine,2,Significant,ATAZANAVIR SO4/NEVIRAPINE [VA Drug Interaction],C56.3598
174,atazanavir,rifabutin,2,Significant,ATAZANAVIR SO4/RIFABUTIN [VA Drug Interaction],C56.3643
175,atazanavir,ixabepilone,2,Significant,ATAZANAVIR SO4/IXABEPILONE [VA Drug Interaction],C56^3694^
176,atazanavir,etravirine,2,Critical,ATAZANAVIR SO4/ETRAVIRINE [VA Drug Interaction],C56^3715^
177,atazanavir,sirolimus,2,Significant,ATAZANAVIR SO4/SIROLIMUS [VA Drug Interaction],C56^3716^
178,atazanavir,temsirolimus,2,Significant,ATAZANAVIR SO4/TEMSIROLIMUS [VA Drug Interaction],C56^3784^
179,atazanavir,lovastatin,2,Critical,ATAZANAVIR SO4/LOVASTATIN [VA Drug Interaction],C56^3849^
180,atazanavir,midazolam,2,Critical,ATAZANAVIR SO4/MIDAZOLAM [VA Drug Interaction],C56^3850^
181,atazanavir,phenytoin,2,Significant,ATAZANAVIR SO4/PHENYTOIN [VA Drug Interaction],C56^3851^
182,atazanavir,silodosin,2,Critical,ATAZANAVIR SO4/SILODOSIN [VA Drug Interaction],C56^3942^
242,acebutolol,verapamil,2,Critical,ACEBUTOLOL/VERAPAMIL [VA Drug Interaction],C23302841782405
243,amiodarone,warfarin,2,Critical,AMIODARONE/WARFARIN [VA Drug Interaction],C23302842215979
244,atenolol,verapamil,2,Critical,ATENOLOL/VERAPAMIL [VA Drug Interaction],C23302842911599
245,allopurinol,azathioprine,2,Critical,ALLOPURINOL/AZATHIOPRINE [VA Drug Interaction],C23302843505529
246,carbamazepine,warfarin,2,Critical,CARBAMAZEPINE/WARFARIN [VA Drug Interaction],C23302843858088
247,carbamazepine,isoniazid,2,Critical,CARBAMAZEPINE/ISONIAZID [VA Drug Interaction],C23302844214837
248,carteolol,verapamil,2,Critical,CARTEOLOL/VERAPAMIL [VA Drug Interaction],C23302844568234
249,cimetidine,warfarin,2,Critical,CIMETIDINE/WARFARIN [VA Drug Interaction],C23302844919675
250,clofibrate,warfarin,2,Significant,CLOFIBRATE/WARFARIN [VA Drug Interaction],C23302847865021
251,disulfiram,warfarin,2,Critical,DISULFIRAM/WARFARIN [VA Drug Interaction],C23302849785377
252,isocarboxazid,pseudoephedrine,2,Critical,ISOCARBOXAZID/PSEUDOEPHEDRINE [VA Drug Interaction],C23302851520514
253,dopamine,isocarboxazid,2,Critical,DOPAMINE/ISOCARBOXAZID [VA Drug Interaction],C23302851964146
254,ephedrine,isocarboxazid,2,Critical,EPHEDRINE/ISOCARBOXAZID [VA Drug Interaction],C23302852394089
255,allopurinol,mercaptopurine,2,Critical,ALLOPURINOL/MERCAPTOPURINE [VA Drug Interaction],C23302852819003
256,furosemide,gentamicin,2,Significant,FUROSEMIDE/GENTAMICIN [VA Drug Interaction],C23302853300070
257,furosemide,tobramycin,2,Significant,FUROSEMIDE/TOBRAMYCIN [VA Drug Interaction],C23302853686990
258,amikacin,furosemide,2,Significant,AMIKACIN/FUROSEMIDE [VA Drug Interaction],C23302854072794
259,bumetanide,gentamicin,2,Significant,BUMETANIDE/GENTAMICIN [VA Drug Interaction],C23302854458876
260,bumetanide,tobramycin,2,Significant,BUMETANIDE/TOBRAMYCIN [VA Drug Interaction],C23302854834902
261,amikacin,bumetanide,2,Significant,AMIKACIN/BUMETANIDE [VA Drug Interaction],C23302855227968
262,ethacrynic acid,gentamicin,2,Significant,ETHACRYNIC ACID/GENTAMICIN [VA Drug Interaction],C23302856796883
263,ethacrynic acid,tobramycin,2,Significant,ETHACRYNIC ACID/TOBRAMYCIN [VA Drug Interaction],C23302857289124
264,amikacin,ethacrynic acid,2,Significant,AMIKACIN/ETHACRYNIC ACID [VA Drug Interaction],C23302857681353
265,ampicillin,gentamicin,2,Significant,AMPICILLIN/GENTAMICIN [VA Drug Interaction],C23302878089254
266,carbenicillin,gentamicin,2,Significant,CARBENICILLIN/GENTAMICIN [VA Drug Interaction],C23302878606638
267,gentamicin,mezlocillin,2,Significant,GENTAMICIN/MEZLOCILLIN [VA Drug Interaction],C23302879037140
268,gentamicin,piperacillin,2,Significant,GENTAMICIN/PIPERACILLIN [VA Drug Interaction],C23302879464568
269,gentamicin,ticarcillin,2,Significant,GENTAMICIN/TICARCILLIN [VA Drug Interaction],C23302879893953
270,ampicillin,tobramycin,2,Significant,AMPICILLIN/TOBRAMYCIN [VA Drug Interaction],C23302880334232
271,carbenicillin,tobramycin,2,Significant,CARBENICILLIN/TOBRAMYCIN [VA Drug Interaction],C23302880767527
272,mezlocillin,tobramycin,2,Significant,MEZLOCILLIN/TOBRAMYCIN [VA Drug Interaction],C23302881204734
273,piperacillin,tobramycin,2,Significant,PIPERACILLIN/TOBRAMYCIN [VA Drug Interaction],C23302881782461
274,ticarcillin,tobramycin,2,Significant,TICARCILLIN/TOBRAMYCIN [VA Drug Interaction],C23302882223858
275,amikacin,ampicillin,2,Significant,AMIKACIN/AMPICILLIN [VA Drug Interaction],C23302882659388
276,amikacin,carbenicillin,2,Significant,AMIKACIN/CARBENICILLIN [VA Drug Interaction],C23302883097432
277,amikacin,mezlocillin,2,Significant,AMIKACIN/MEZLOCILLIN [VA Drug Interaction],C23302883757293
278,amikacin,piperacillin,2,Significant,AMIKACIN/PIPERACILLIN [VA Drug Interaction],C23302884198131
279,amikacin,ticarcillin,2,Significant,AMIKACIN/TICARCILLIN [VA Drug Interaction],C23302884650982
280,metoprolol,verapamil,2,Critical,METOPROLOL/VERAPAMIL [VA Drug Interaction],C23302894043237
281,nadolol,verapamil,2,Critical,NADOLOL/VERAPAMIL [VA Drug Interaction],C23302894469269
282,ephedrine,pargyline,2,Critical,EPHEDRINE/PARGYLINE [VA Drug Interaction],C23302894858704
283,pargyline,phenylpropanolamine,2,Critical,PARGYLINE/PHENYLPROPANOLAMINE [VA Drug Interaction],C23302895248697
284,dopamine,pargyline,2,Critical,DOPAMINE/PARGYLINE [VA Drug Interaction],C23302896044888
285,penbutolol,verapamil,2,Critical,PENBUTOLOL/VERAPAMIL [VA Drug Interaction],C23302896521205
286,pentobarbital,warfarin,2,Critical,PENTOBARBITAL/WARFARIN [VA Drug Interaction],C23302896929358
287,dopamine,phenelzine,2,Critical,DOPAMINE/PHENELZINE [VA Drug Interaction],C23302897395898
288,phenelzine,phenylpropanolamine,2,Critical,PHENELZINE/PHENYLPROPANOLAMINE [VA Drug Interaction],C23302897804050
289,ephedrine,phenelzine,2,Critical,EPHEDRINE/PHENELZINE [VA Drug Interaction],C23302898220025
290,phenobarbital,warfarin,2,Critical,PHENOBARBITAL/WARFARIN [VA Drug Interaction],C23302899048342
291,cimetidine,phenytoin,2,Critical,CIMETIDINE/PHENYTOIN [VA Drug Interaction],C23302899788380
292,isoniazid,phenytoin,2,Significant,ISONIAZID/PHENYTOIN [VA Drug Interaction],C23302900212457
293,pindolol,verapamil,2,Critical,PINDOLOL/VERAPAMIL [VA Drug Interaction],C23302900624241
294,primidone,warfarin,2,Critical,PRIMIDONE/WARFARIN [VA Drug Interaction],C23302901032673
295,propranolol,verapamil,2,Critical,PROPRANOLOL/VERAPAMIL [VA Drug Interaction],C23302901980279
296,timolol,verapamil,2,Critical,TIMOLOL/VERAPAMIL [VA Drug Interaction],C23302902812787
297,phenylephrine,tranylcypromine,2,Critical,PHENYLEPHRINE/TRANYLCYPROMINE [VA Drug Interaction],C23302903235187
298,dopamine,tranylcypromine,2,Critical,DOPAMINE/TRANYLCYPROMINE [VA Drug Interaction],C23302904326667
299,ephedrine,tranylcypromine,2,Critical,EPHEDRINE/TRANYLCYPROMINE [VA Drug Interaction],C23302904760241
300,isocarboxazid,phenylpropanolamine,2,Critical,ISOCARBOXAZID/PHENYLPROPANOLAMINE [VA Drug Interaction],C23302906439784
301,isocarboxazid,phenylephrine,2,Critical,ISOCARBOXAZID/PHENYLEPHRINE [VA Drug Interaction],C23302907038464
302,pargyline,pseudoephedrine,2,Critical,PARGYLINE/PSEUDOEPHEDRINE [VA Drug Interaction],C23302907507239
303,pargyline,phenylephrine,2,Critical,PARGYLINE/PHENYLEPHRINE [VA Drug Interaction],C23302907912039
304,phenelzine,phenylephrine,2,Critical,PHENELZINE/PHENYLEPHRINE [VA Drug Interaction],C23302908319632
305,secobarbital,warfarin,2,Critical,SECOBARBITAL/WARFARIN [VA Drug Interaction],C23302908735607
306,phenylpropanolamine,tranylcypromine,2,Critical,PHENYLPROPANOLAMINE/TRANYLCYPROMINE [VA Drug Interaction],C23302909154096
307,pseudoephedrine,tranylcypromine,2,Critical,PSEUDOEPHEDRINE/TRANYLCYPROMINE [VA Drug Interaction],C23302909689639
308,ampicillin,netilmicin,2,Significant,AMPICILLIN/NETILMICIN [VA Drug Interaction],C23302911693804
309,carbenicillin,netilmicin,2,Significant,CARBENICILLIN/NETILMICIN [VA Drug Interaction],C23302912265944
310,mezlocillin,netilmicin,2,Significant,MEZLOCILLIN/NETILMICIN [VA Drug Interaction],C23302912725779
311,netilmicin,piperacillin,2,Significant,NETILMICIN/PIPERACILLIN [VA Drug Interaction],C23302913173322
312,netilmicin,ticarcillin,2,Significant,NETILMICIN/TICARCILLIN [VA Drug Interaction],C23302913728420
313,atracurium,gentamicin,2,Significant,ATRACURIUM/GENTAMICIN [VA Drug Interaction],C23302914187697
314,gentamicin,pancuronium,2,Significant,GENTAMICIN/PANCURONIUM [VA Drug Interaction],C23302915044509
315,gentamicin,tubocurarine,2,Significant,GENTAMICIN/TUBOCURARINE [VA Drug Interaction],C23302915485068
316,atracurium,tobramycin,2,Significant,ATRACURIUM/TOBRAMYCIN [VA Drug Interaction],C23302915911379
317,pancuronium,tobramycin,2,Significant,PANCURONIUM/TOBRAMYCIN [VA Drug Interaction],C23302916893068
318,tobramycin,tubocurarine,2,Significant,TOBRAMYCIN/TUBOCURARINE [VA Drug Interaction],C23302918924611
319,amikacin,atracurium,2,Significant,AMIKACIN/ATRACURIUM [VA Drug Interaction],C23302919457640
320,amikacin,pancuronium,2,Significant,AMIKACIN/PANCURONIUM [VA Drug Interaction],C23302920313615
321,amikacin,tubocurarine,2,Significant,AMIKACIN/TUBOCURARINE [VA Drug Interaction],C23302920858935
322,gentamicin,vancomycin,2,Significant,GENTAMICIN/VANCOMYCIN [VA Drug Interaction],C23302921287482
323,tobramycin,vancomycin,2,Significant,TOBRAMYCIN/VANCOMYCIN [VA Drug Interaction],C23302921946225
324,amikacin,vancomycin,2,Significant,AMIKACIN/VANCOMYCIN [VA Drug Interaction],C23302922435393
325,netilmicin,vancomycin,2,Significant,NETILMICIN/VANCOMYCIN [VA Drug Interaction],C23302922910314
326,captopril,indomethacin,2,Significant,CAPTOPRIL/INDOMETHACIN [VA Drug Interaction],C23302923552295
327,enalapril,indomethacin,2,Significant,ENALAPRIL/INDOMETHACIN [VA Drug Interaction],C23302923995926
328,indomethacin,lisinopril,2,Significant,INDOMETHACIN/LISINOPRIL [VA Drug Interaction],C23302924444587
329,captopril,triamterene,2,Significant,CAPTOPRIL/TRIAMTERENE [VA Drug Interaction],C23302924891850
330,enalapril,triamterene,2,Significant,ENALAPRIL/TRIAMTERENE [VA Drug Interaction],C23302925341069
331,lisinopril,triamterene,2,Significant,LISINOPRIL/TRIAMTERENE [VA Drug Interaction],C23302926040320
332,captopril,spironolactone,2,Significant,CAPTOPRIL/SPIRONOLACTONE [VA Drug Interaction],C23302927051343
333,enalapril,spironolactone,2,Significant,ENALAPRIL/SPIRONOLACTONE [VA Drug Interaction],C23302927521514
334,lisinopril,spironolactone,2,Significant,LISINOPRIL/SPIRONOLACTONE [VA Drug Interaction],C23302928054822
335,amiloride,captopril,2,Significant,AMILORIDE/CAPTOPRIL [VA Drug Interaction],C23302928495102
336,amiloride,enalapril,2,Significant,AMILORIDE/ENALAPRIL [VA Drug Interaction],C23302928923648
337,amiloride,lisinopril,2,Significant,AMILORIDE/LISINOPRIL [VA Drug Interaction],C23302929524562
338,metronidazole,warfarin,2,Critical,METRONIDAZOLE/WARFARIN [VA Drug Interaction],C23302930957426
339,phenylbutazone,warfarin,2,Critical,PHENYLBUTAZONE/WARFARIN [VA Drug Interaction],C23302931432346
340,indomethacin,warfarin,2,Significant,INDOMETHACIN/WARFARIN [VA Drug Interaction],C23302931855864
341,diclofenac,warfarin,2,Significant,DICLOFENAC/WARFARIN [VA Drug Interaction],C23302932281058
342,tolmetin,warfarin,2,Significant,TOLMETIN/WARFARIN [VA Drug Interaction],C23302932711280
343,ibuprofen,warfarin,2,Significant,IBUPROFEN/WARFARIN [VA Drug Interaction],C23302933138150
344,sulindac,warfarin,2,Significant,SULINDAC/WARFARIN [VA Drug Interaction],C23302933677604
345,naproxen,warfarin,2,Significant,NAPROXEN/WARFARIN [VA Drug Interaction],C23302934132690
346,ketoprofen,warfarin,2,Significant,KETOPROFEN/WARFARIN [VA Drug Interaction],C23302934579115
347,piroxicam,warfarin,2,Significant,PIROXICAM/WARFARIN [VA Drug Interaction],C23302935029452
348,flurbiprofen,warfarin,2,Significant,FLURBIPROFEN/WARFARIN [VA Drug Interaction],C23302935579521
349,phenytoin,warfarin,2,Significant,PHENYTOIN/WARFARIN [VA Drug Interaction],C23302936044664
350,propylthiouracil,warfarin,2,Significant,PROPYLTHIOURACIL/WARFARIN [VA Drug Interaction],C23302936510925
351,sulfinpyrazone,warfarin,2,Significant,SULFINPYRAZONE/WARFARIN [VA Drug Interaction],C23302936974671
352,sulfamethoxazole,warfarin,2,Critical,SULFAMETHOXAZOLE/WARFARIN [VA Drug Interaction],C23302938017261
353,cimetidine,propranolol,2,Significant,CIMETIDINE/PROPRANOLOL [VA Drug Interaction],C23302938491623
354,cimetidine,metoprolol,2,Significant,CIMETIDINE/METOPROLOL [VA Drug Interaction],C23302938959839
355,epinephrine,propranolol,2,Significant,EPINEPHRINE/PROPRANOLOL [VA Drug Interaction],C23302939445655
356,carteolol,epinephrine,2,Significant,CARTEOLOL/EPINEPHRINE [VA Drug Interaction],C23302939925884
357,epinephrine,nadolol,2,Significant,EPINEPHRINE/NADOLOL [VA Drug Interaction],C23302940534062
358,epinephrine,penbutolol,2,Significant,EPINEPHRINE/PENBUTOLOL [VA Drug Interaction],C23302941031052
359,epinephrine,pindolol,2,Significant,EPINEPHRINE/PINDOLOL [VA Drug Interaction],C23302941570506
360,epinephrine,timolol,2,Significant,EPINEPHRINE/TIMOLOL [VA Drug Interaction],C23302942049618
361,indomethacin,propranolol,2,Significant,INDOMETHACIN/PROPRANOLOL [VA Drug Interaction],C23302949713161
362,carteolol,indomethacin,2,Significant,CARTEOLOL/INDOMETHACIN [VA Drug Interaction],C23302950274127
363,indomethacin,nadolol,2,Significant,INDOMETHACIN/NADOLOL [VA Drug Interaction],C23302950841238
364,indomethacin,penbutolol,2,Significant,INDOMETHACIN/PENBUTOLOL [VA Drug Interaction],C23302951325936
365,indomethacin,pindolol,2,Significant,INDOMETHACIN/PINDOLOL [VA Drug Interaction],C23302951820133
366,indomethacin,timolol,2,Significant,INDOMETHACIN/TIMOLOL [VA Drug Interaction],C23302952310419
367,acebutolol,indomethacin,2,Significant,ACEBUTOLOL/INDOMETHACIN [VA Drug Interaction],C23302952818863
368,atenolol,indomethacin,2,Significant,ATENOLOL/INDOMETHACIN [VA Drug Interaction],C23302953327587
369,indomethacin,metoprolol,2,Significant,INDOMETHACIN/METOPROLOL [VA Drug Interaction],C23302953969010
370,piroxicam,propranolol,2,Significant,PIROXICAM/PROPRANOLOL [VA Drug Interaction],C23302954498406
371,carteolol,piroxicam,2,Significant,CARTEOLOL/PIROXICAM [VA Drug Interaction],C23302955016070
372,nadolol,piroxicam,2,Significant,NADOLOL/PIROXICAM [VA Drug Interaction],C23302955631791
373,penbutolol,piroxicam,2,Significant,PENBUTOLOL/PIROXICAM [VA Drug Interaction],C23302956171803
374,pindolol,piroxicam,2,Significant,PINDOLOL/PIROXICAM [VA Drug Interaction],C23302956722711
375,piroxicam,timolol,2,Significant,PIROXICAM/TIMOLOL [VA Drug Interaction],C23302957245124
376,acebutolol,piroxicam,2,Significant,ACEBUTOLOL/PIROXICAM [VA Drug Interaction],C23302957870623
377,atenolol,piroxicam,2,Significant,ATENOLOL/PIROXICAM [VA Drug Interaction],C23302958406445
378,metoprolol,piroxicam,2,Significant,METOPROLOL/PIROXICAM [VA Drug Interaction],C23302958938636
379,propranolol,sulindac,2,Significant,PROPRANOLOL/SULINDAC [VA Drug Interaction],C23302959476134
380,carteolol,sulindac,2,Significant,CARTEOLOL/SULINDAC [VA Drug Interaction],C23302960012236
381,nadolol,sulindac,2,Significant,NADOLOL/SULINDAC [VA Drug Interaction],C23302960658687
382,penbutolol,sulindac,2,Significant,PENBUTOLOL/SULINDAC [VA Drug Interaction],C23302961215461
383,pindolol,sulindac,2,Significant,PINDOLOL/SULINDAC [VA Drug Interaction],C23302963406522
384,sulindac,timolol,2,Significant,SULINDAC/TIMOLOL [VA Drug Interaction],C23302964240427
385,acebutolol,sulindac,2,Significant,ACEBUTOLOL/SULINDAC [VA Drug Interaction],C23302964750827
386,atenolol,sulindac,2,Significant,ATENOLOL/SULINDAC [VA Drug Interaction],C23302965255640
387,metoprolol,sulindac,2,Significant,METOPROLOL/SULINDAC [VA Drug Interaction],C23302965887005
388,cholestyramine,warfarin,2,Significant,CHOLESTYRAMINE/WARFARIN [VA Drug Interaction],C23302967468211
389,carbamazepine,erythromycin,2,Significant,CARBAMAZEPINE/ERYTHROMYCIN [VA Drug Interaction],C23302967948999
390,carbamazepine,verapamil,2,Significant,CARBAMAZEPINE/VERAPAMIL [VA Drug Interaction],C23302968416656
391,methotrexate,phenylbutazone,2,Significant,METHOTREXATE/PHENYLBUTAZONE [VA Drug Interaction],C23302980211451
392,indomethacin,methotrexate,2,Significant,INDOMETHACIN/METHOTREXATE [VA Drug Interaction],C23302980832200
393,diclofenac,methotrexate,2,Significant,DICLOFENAC/METHOTREXATE [VA Drug Interaction],C23302981343718
394,methotrexate,tolmetin,2,Significant,METHOTREXATE/TOLMETIN [VA Drug Interaction],C23302981923680
395,ibuprofen,methotrexate,2,Significant,IBUPROFEN/METHOTREXATE [VA Drug Interaction],C23302982430169
396,methotrexate,sulindac,2,Significant,METHOTREXATE/SULINDAC [VA Drug Interaction],C23302982946435
397,methotrexate,naproxen,2,Significant,METHOTREXATE/NAPROXEN [VA Drug Interaction],C23302983462982
398,ketoprofen,methotrexate,2,Significant,KETOPROFEN/METHOTREXATE [VA Drug Interaction],C23302984237940
399,methotrexate,piroxicam,2,Significant,METHOTREXATE/PIROXICAM [VA Drug Interaction],C23302984774601
400,flurbiprofen,methotrexate,2,Significant,FLURBIPROFEN/METHOTREXATE [VA Drug Interaction],C23302985305953
401,methotrexate,probenecid,2,Significant,METHOTREXATE/PROBENECID [VA Drug Interaction],C23302985974474
402,phenelzine,pseudoephedrine,2,Critical,PHENELZINE/PSEUDOEPHEDRINE [VA Drug Interaction],C23302986506664
403,chloramphenicol,phenytoin,2,Significant,CHLORAMPHENICOL/PHENYTOIN [VA Drug Interaction],C23302988048201
404,disulfiram,phenytoin,2,Significant,DISULFIRAM/PHENYTOIN [VA Drug Interaction],C23302988546589
405,acebutolol,glipizide,2,Significant,ACEBUTOLOL/GLIPIZIDE [VA Drug Interaction],C23302995686043
406,atenolol,glipizide,2,Significant,ATENOLOL/GLIPIZIDE [VA Drug Interaction],C23302996261536
407,glipizide,metoprolol,2,Significant,GLIPIZIDE/METOPROLOL [VA Drug Interaction],C23302996992355
408,glipizide,propranolol,2,Significant,GLIPIZIDE/PROPRANOLOL [VA Drug Interaction],C23302997573993
409,carteolol,glipizide,2,Significant,CARTEOLOL/GLIPIZIDE [VA Drug Interaction],C23302998213180
410,glipizide,nadolol,2,Significant,GLIPIZIDE/NADOLOL [VA Drug Interaction],C23302998776939
411,glipizide,penbutolol,2,Significant,GLIPIZIDE/PENBUTOLOL [VA Drug Interaction],C23302999330920
412,glipizide,pindolol,2,Significant,GLIPIZIDE/PINDOLOL [VA Drug Interaction],C23302999902222
413,glipizide,timolol,2,Significant,GLIPIZIDE/TIMOLOL [VA Drug Interaction],C23303000473244
414,acebutolol,tolbutamide,2,Significant,ACEBUTOLOL/TOLBUTAMIDE [VA Drug Interaction],C23303001224177
415,atenolol,tolbutamide,2,Significant,ATENOLOL/TOLBUTAMIDE [VA Drug Interaction],C23303001866717
416,metoprolol,tolbutamide,2,Significant,METOPROLOL/TOLBUTAMIDE [VA Drug Interaction],C23303002433549
417,propranolol,tolbutamide,2,Significant,PROPRANOLOL/TOLBUTAMIDE [VA Drug Interaction],C23303003004571
418,carteolol,tolbutamide,2,Significant,CARTEOLOL/TOLBUTAMIDE [VA Drug Interaction],C23303003574476
419,nadolol,tolbutamide,2,Significant,NADOLOL/TOLBUTAMIDE [VA Drug Interaction],C23303004377371
420,penbutolol,tolbutamide,2,Significant,PENBUTOLOL/TOLBUTAMIDE [VA Drug Interaction],C23303004971302
421,pindolol,tolbutamide,2,Significant,PINDOLOL/TOLBUTAMIDE [VA Drug Interaction],C23303005561880
422,timolol,tolbutamide,2,Significant,TIMOLOL/TOLBUTAMIDE [VA Drug Interaction],C23303007965537
423,acebutolol,tolazamide,2,Significant,ACEBUTOLOL/TOLAZAMIDE [VA Drug Interaction],C23303008515048
424,atenolol,tolazamide,2,Significant,ATENOLOL/TOLAZAMIDE [VA Drug Interaction],C23303009064559
425,metoprolol,tolazamide,2,Significant,METOPROLOL/TOLAZAMIDE [VA Drug Interaction],C23303009701791
426,propranolol,tolazamide,2,Significant,PROPRANOLOL/TOLAZAMIDE [VA Drug Interaction],C23303010296560
427,carteolol,tolazamide,2,Significant,CARTEOLOL/TOLAZAMIDE [VA Drug Interaction],C23303010926249
428,nadolol,tolazamide,2,Significant,NADOLOL/TOLAZAMIDE [VA Drug Interaction],C23303011505372
429,penbutolol,tolazamide,2,Significant,PENBUTOLOL/TOLAZAMIDE [VA Drug Interaction],C23303012081982
430,pindolol,tolazamide,2,Significant,PINDOLOL/TOLAZAMIDE [VA Drug Interaction],C23303012669766
431,timolol,tolazamide,2,Significant,TIMOLOL/TOLAZAMIDE [VA Drug Interaction],C23303013452827
432,acebutolol,acetohexamide,2,Significant,ACEBUTOLOL/ACETOHEXAMIDE [VA Drug Interaction],C23303014324446
433,acetohexamide,atenolol,2,Significant,ACETOHEXAMIDE/ATENOLOL [VA Drug Interaction],C23303014900776
434,acetohexamide,metoprolol,2,Significant,ACETOHEXAMIDE/METOPROLOL [VA Drug Interaction],C23303015461462
435,acetohexamide,propranolol,2,Significant,ACETOHEXAMIDE/PROPRANOLOL [VA Drug Interaction],C23303016135849
436,acetohexamide,carteolol,2,Significant,ACETOHEXAMIDE/CARTEOLOL [VA Drug Interaction],C23303017467024
